,features,difficulty,comment,quality
208,"Dr. Russell is a great guy, however I did not enjoy this class. It listed as lab where you take field trips, it anything but that. purely lecture sit and watch horse shows evaluate horses. an interesting topic just how was presented.",1,😎awesome,1.0
209,"What is disturbing the title of course ""leadership for a diverse workplace"" and he often makes comments that poke at certain minority groups (namely, mine, to my face). He teaches sensitivity towards all groups, not just ethnic but doesn't practice it.",2,😎awesome,2.0
210,"This class was pretty easy, but I didn't like the way that he structured it. The felt very unorganized. One exam would be about 3-4 different topics animals (i.e Reproduction, Behavior, Swine, Companion Animals). suggest going to review sessions even though they don't help a ton-you can get some answers from them.",2,😎awesome,2.0
211,"Great, enthusiastic professor. He wants his students to succeed, and take something away from the class, I have a lot of respect for that.",1,😐average,2.0
212,"great guy, very understanding! I slept through an exam and he let me take it later!",2,😐average,2.0
213,"Dr. Russell is great, funny, and really knows his stuff. He likes to get know students if you come him once he's very likely remember afterwards. His exams are straight from the powerpoints; I never bought book was fine. happy answer questions but wants that tried learn it before coming him.",1,😖awful,2.0
214,"He is a very nice professor and his class not hard at all, however he does have time getting through all the material times.",1,😖awful,1.0
215,"A funny pro. who goes the extra step to help you. He also has alot of out class, optional activities that are fun and interesting.",1,😐average,2.0
216,"Dr. Russell is amazing. He's very kind and likes to get know his students. He also holds review sessions before the exam. Exams are not easiest but as long you go over all ppt attend lectures, you'll be fine. always willing help with any questions.",1,😐average,1.0
217,Very insightful,2,😎awesome,2.0
218,"Great professor for Calc 2, funny and knows his stuff really well. If you just show up to class should get above a B easily. Always accessible at office hours, went there day before the final did not hesitate help me. Take him any math possible have heard great things from other sections as well",1,😎awesome,2.0
219,"While going to the lectures, reviewing past exams and over WebAssign problems do help, they aren't enough get a B- or up (although they're very helpful clear). I also like how Cook goes HW questions before assigned exam given. don't 3 each have 10 question though.",2,😎awesome,2.0
220,Hilarious professor. Hard exams,1,😎awesome,2.0
221,Good lecturer. entertaining and hilarious for a math lecture,2,😎awesome,2.0
222,Great professor and rarely are the lectures boring. Very helpful nice to talk in class during office hours. Highly recommend.,2,😎awesome,2.0
223,He is the best professor. explains every concept very clearly and goes through difficult problems too in class.,2,😎awesome,2.0
224,He utilizes all of his lecture time and provides examples that either drastically help with the homework or visualize process so much better. I wish he taught upper level courses because has been my favorite professor here at Purdue.,2,😎awesome,2.0
225,His lectures will save you on the homework. He's also quite jokster. He gave great optional review problems before exams.,2,😎awesome,2.0
226,"I had Cook for 162 and tried to go another lecturer 261, It wasn't the same Cook's examples are extremely helpful in completing homework. wish he taught upper level math classes because really has been my favorite professor here at Purdue.",2,😎awesome,2.0
227,"Of the math professors I went to in both 162 and 261, Cook is best. He gives great examples actually speaks english",2,😎awesome,2.0
228,Good Lecturer,1,😎awesome,1.0
229,He is a pretty funny guy. Although he has monotonous voice but at least its clear and writes notes in the class they are good.,2,😎awesome,2.0
230,"Peter Cook is a god. Honestly the funniest professor my first semester here. He super chill and well-spoken during lecture. Material tough to follow if you don't read ahead, though. Always stays after answer questions, overall humble guy.",1,😎awesome,1.0
231,He is pretty good in terms of language. tries to be funny and sometimes succeeds. has a real monotonous voice so prepared for that.,2,😎awesome,2.0
232,"His examples go from extremely easy at the beginning of lecture, to absurdly ridiculous end. There is no in-between. I literally got zero help lecture. It was like he speaking a foreign language me.",1,😎awesome,1.0
233,"He is the best math professor I have ever met! speaks slowly and clearly. Of course it not easy to learn calculus, but he actually makes easier!",2,😎awesome,2.0
234,Very boring and monotone. hard to understand. Occasionally he made jokes but everyone in class was asleep get it.,1,😎awesome,2.0
235,"I started off the semester having Dr. Naughton as my math professor. But then some internal problems arose, and he got promoted a result. Cook took his place teaching class. In comparison to Naughton, is nowhere near good. in all professors, really He's clear easy understand.",2,😎awesome,2.0
236,"Professor Cook is good at explaining concepts and gives examples in class. His homework basically what he teaches. One thing that I just don't like about him his way of writing. hand writing really not the best .Lastly, did go to all lectures because Brown better, but be honest both are good.",1,😎awesome,1.0
237,Tests are all fill in the blank. Your grade is based on tests.,1,😖awful,1.0
238,"He was extremely knowledgeable and did a very good job at explaining complex topics. isn't the greatest speaker in world, but if you can keep yourself awake he is interesting. I recommend taking his classes.",2,😖awful,2.0
239,If you want to hear the most incredibly mono-tone dull unfluctuating lectures on planet- take his class. It provides a great nap during afternoon.,2,😎awesome,2.0
240,"Very interesting class, and does a good job making the material easy to understand. Not most voice listen to, but tests aren't mind-blowingly difficult. Overall, prof.",2,😎awesome,2.0
241,"Took the class with another professor was impossible, took it him and everything made sense. He is an absolutely brillant man.",1,😖awful,1.0
242,this guy is brilliant,1,😖awful,2.0
243,This prof is brilliant. He knows a LOT about what he teaching and it apparent when lectures! I recommend taking class from him.,2,😎awesome,2.0
